OS,COO,CELH,ADSK,KGC,HMY,GH,SJM,DOOO,EQX,SNDK,HCC,PRVA,JOYY,BHC,OLN,SATS,NXE,MIAX,BF-A,TD,GFI,IAG,AEM,IREN,NGD,CDE,BTDR,CIFR,AMBA,SSRM,GSAT,MOH,CNXC,SOUN,S,BTU,BILI,HL,AFRM,SBSW,UPWK,NG,FSM,WPM,EMN,BF-B,BABA,HP,BIDU
33.900001525878906,110.33999633789062,31.360000610351562,275.4800109863281,9.273229598999023,10.042464256286621,22.940000534057617,116.38941192626953,58.766902923583984,6.090000152587891,,63.51871871948242,18.209999084472656,34.73515319824219,8.15999984741211,46.544029235839844,24.81999969482422,6.53000020980835,,46.925601959228516,60.25476837158203,14.89077377319336,5.230000019073486,79.56681060791016,8.4399995803833,2.880000114440918,6.880000114440918,7.829999923706055,3.869999885559082,56.40999984741211,5.679999828338623,18.600000381469727,344.55999755859375,49.95601272583008,4.659999847412109,23.920000076293945,26.100915908813477,23.3799991607666,6.639759063720703,40.81999969482422,4.110000133514404,10.449999809265137,4.099999904632568,4.630000114440918,60.68281936645508,107.97769927978516,48.019775390625,104.35618591308594,29.1180419921875,105.29000091552734
29.520000457763672,104.68000030517578,30.079999923706055,283.79998779296875,9.986554145812988,10.704061508178711,21.8799991607666,109.09466552734375,48.75601577758789,5.539999961853027,,62.75331115722656,18.360000610351562,32.63609313964844,9.199999809265137,39.80202865600586,25.059999465942383,7.360000133514404,,42.7372932434082,52.64434051513672,16.182167053222656,5.539999961853027,85.2261734008789,9.119999885559082,2.75,6.440000057220459,7.789999961853027,4.929999828338623,56.189998626708984,6.170000076293945,15.75,321.2200012207031,41.43667984008789,5.03000020980835,25.790000915527344,25.83538246154785,22.1200008392334,6.460575103759766,43.849998474121094,4.670000076293945,13.5600004196167,3.4600000381469727,4.96999979019165,65.58076477050781,102.16374969482422,43.180274963378906,96.35148620605469,32.16194152832031,91.2300033569336
29.889999389648438,104.45999908447266,28.450000762939453,291.8999938964844,9.61998462677002,9.122093200683594,35.61000061035156,113.20817565917969,48.221649169921875,5.650000095367432,,69.9004135131836,21.479999542236328,37.23677062988281,8.369999885559082,41.31534194946289,25.290000915527344,8.4399995803833,,40.560218811035156,54.482730865478516,14.228132247924805,5.5,83.37921905517578,13.510000228881836,2.75,6.460000038146973,14.270000457763672,6.699999809265137,71.55000305175781,5.809999942779541,29.25,297.8999938964844,44.13597869873047,9.3100004196167,27.950000762939453,23.455419540405273,19.170000076293945,5.494973182678223,70.01000213623047,4.090000152587891,16.969999313354492,3.6600000858306885,4.78000020980835,61.92469024658203,101.8040542602539,41.26791000366211,85.91783142089844,33.147857666015625,85.05000305175781
28.520000457763672,91.93000030517578,26.34000015258789,295.57000732421875,9.21175479888916,8.149334907531738,30.549999237060547,106.87876892089844,50.33932113647461,5.019999980926514,,53.982234954833984,19.549999237060547,40.11219787597656,8.0600004196167,32.94202423095703,22.899999618530273,6.599999904632568,,36.961181640625,51.311885833740234,12.961445808410645,5.159999847412109,77.61737823486328,9.819999694824219,2.4800000190734863,5.71999979019165,21.670000076293945,4.639999866485596,72.73999786376953,6.960000038146973,31.049999237060547,291.04998779296875,42.48640060424805,19.84000015258789,22.200000762939453,20.649555206298828,18.110000610351562,4.899923801422119,60.900001525878906,3.299999952316284,16.350000381469727,3.3299999237060547,4.289999961853027,56.01218795776367,88.77717590332031,37.24702835083008,83.3807144165039,30.87761116027832,84.30999755859375
29.780000686645508,96.55000305175781,24.979999542236328,311.3399963378906,11.209124565124512,11.186724662780762,46.97999954223633,103.74384307861328,47.44883346557617,6.070000171661377,,52.51921844482422,22.850000381469727,41.54991149902344,7.429999828338623,28.5465087890625,27.65999984741211,6.559999942779541,,32.840946197509766,55.003177642822266,16.62403678894043,6.239999771118164,92.23577880859375,10.220000267028809,3.0199999809265137,6.599999904632568,18.520000457763672,5.730000019073486,76.72000122070312,8.029999732971191,22.950000762939453,310.4100036621094,51.33323287963867,14.149999618530273,23.950000762939453,17.89825439453125,16.719999313354492,5.668343544006348,61.06999969482422,3.809999942779541,15.760000228881836,3.130000114440918,5.070000171661377,62.21695327758789,97.69847106933594,32.53569412231445,97.19718170166016,30.462953567504883,90.5999984741211
23.299999237060547,90.37999725341797,25.690000534057617,274.2099914550781,10.652643203735352,9.876477241516113,42.54999923706055,107.27669525146484,39.3504753112793,6.420000076293945,,47.91122055053711,24.969999313354492,44.847068786621094,7.440000057220459,24.745502471923828,31.229999542236328,5.289999961853027,,32.55511474609375,58.52235412597656,17.645240783691406,5.519999980926514,95.55046081542969,8.239999771118164,2.7200000286102295,5.150000095367432,12.3100004196167,4.079999923706055,61.43000030517578,9.989999771118164,21.59000015258789,301.1199951171875,44.61995315551758,10.819999694824219,20.6299991607666,13.598727226257324,20.34000015258789,5.119472503662109,64.1500015258789,3.190000057220459,15.930000305175781,3.0,4.320000171661377,68.64082336425781,95.93372344970703,32.63425827026367,130.30755615234375,25.564193725585938,86.44999694824219
21.34000015258789,84.3499984741211,35.619998931884766,261.79998779296875,12.530767440795898,14.66086196899414,42.599998474121094,116.1171875,33.55459213256836,6.880000114440918,47.61000061035156,47.57558059692383,22.450000762939453,40.23680114746094,6.46999979019165,23.62469482421875,25.579999923706055,4.489999771118164,,32.988792419433594,58.55165481567383,21.69078254699707,6.25,108.04304504394531,6.090000152587891,3.7100000381469727,5.920000076293945,8.829999923706055,2.299999952316284,50.33000183105469,10.029999732971191,20.860000610351562,329.3900146484375,54.974632263183594,8.119999885559082,18.18000030517578,13.425583839416504,19.110000610351562,5.548589706420898,45.189998626708984,4.579999923706055,13.050000190734863,2.9200000762939453,6.099999904632568,77.31553649902344,86.38446807861328,33.45233154296875,130.03221130371094,25.42098617553711,92.02999877929688
21.399999618530273,81.66999816894531,34.959999084472656,274.25,14.706900596618652,15.792437553405762,47.22999954223633,114.01861572265625,33.63398361206055,6.699999809265137,32.11000061035156,47.67527770996094,23.479999542236328,39.45085144042969,5.300000190734863,21.239837646484375,22.479999542236328,5.230000019073486,,34.330509185791016,62.30271530151367,22.540000915527344,7.079999923706055,117.18199920654297,6.110000133514404,3.9800000190734863,5.550000190734863,9.569999694824219,2.8499999046325684,47.9900016784668,10.640000343322754,19.219999313354492,327.010009765625,50.44940185546875,9.289999961853027,18.5,12.226694107055664,17.5,5.712469100952148,49.7599983215332,4.650000095367432,13.149999618530273,4.230000019073486,6.25,83.18167877197266,76.19049835205078,34.558650970458984,117.44496154785156,18.384471893310547,87.81999969482422
28.059999465942383,68.27999877929688,37.880001068115234,296.1199951171875,14.69693660736084,14.59000015258789,40.619998931884766,110.42948913574219,43.85727310180664,6.630000114440918,37.689998626708984,45.31245422363281,22.760000228881836,46.976966857910156,4.53000020980835,19.068696975708008,17.729999542236328,6.179999828338623,,32.96165466308594,68.33527374267578,23.0,6.860000133514404,117.59060668945312,8.390000343322754,4.449999809265137,8.079999923706055,12.859999656677246,3.119999885559082,52.63999938964844,11.829999923706055,18.459999084472656,305.0400085449219,55.65837860107422,10.109999656677246,17.610000610351562,13.039164543151855,18.299999237060547,5.133233070373535,51.900001525878906,6.090000152587891,15.489999771118164,3.5799999237060547,5.849999904632568,86.58262634277344,77.54609680175781,33.07076644897461,111.94786834716797,14.841885566711426,81.9000015258789
28.299999237060547,71.16000366210938,46.38999938964844,309.57000732421875,15.605424880981445,13.970000267028809,52.040000915527344,97.2306900024414,48.312774658203125,5.75,45.349998474121094,45.7685661315918,23.0,49.94982147216797,6.659999847412109,19.91748046875,27.700000762939453,6.940000057220459,,27.248167037963867,72.68972778320312,23.670000076293945,7.349999904632568,118.93000030517578,14.569999694824219,4.949999809265137,8.859999656677246,11.479999542236328,4.78000020980835,66.06999969482422,12.739999771118164,23.549999237060547,297.8999938964844,52.5654182434082,10.729999542236328,18.280000686645508,13.365059852600098,21.450000762939453,5.986884117126465,69.13999938964844,7.21999979019165,13.4399995803833,4.090000152587891,6.539999961853027,89.80000305175781,73.8750991821289,26.692689895629883,111.5250244140625,14.953460693359375,85.76000213623047
23.850000381469727,70.69000244140625,45.34000015258789,303.1099853515625,15.97484302520752,13.460000038146973,40.97999954223633,106.28047180175781,50.5099983215332,6.099999904632568,42.91999816894531,51.311126708984375,19.520000457763672,50.20000076293945,5.889999866485596,18.777355194091797,32.59000015258789,6.710000038146973,,28.639999389648438,72.12562561035156,24.360000610351562,6.760000228881836,124.36000061035156,16.110000610351562,4.190000057220459,8.6899995803833,12.890000343322754,5.460000038146973,66.08999633789062,11.949999809265137,23.489999771118164,157.8699951171875,51.68526840209961,10.329999923706055,18.34000015258789,16.08388328552246,22.81999969482422,5.737013816833496,68.55999755859375,8.359999656677246,11.960000038146973,5.190000057220459,6.449999809265137,91.51000213623047,72.61000061035156,28.850000381469727,120.62999725341797,15.989154815673828,87.87000274658203
20.790000915527344,67.3949966430664,62.880001068115234,314.70001220703125,20.899999618530273,13.279999732971191,67.41999816894531,110.51000213623047,62.97999954223633,8.760000228881836,52.470001220703125,61.13999938964844,23.040000915527344,54.060001373291016,7.420000076293945,23.65999984741211,61.790000915527344,7.880000114440918,,30.350000381469727,75.13999938964844,33.47999954223633,9.3100004196167,144.1699981689453,26.479999542236328,5.900000095367432,13.149999618530273,14.289999961853027,7.639999866485596,82.4800033569336,19.309999465942383,29.93000030517578,180.8300018310547,52.7599983215332,13.020000457763672,18.860000610351562,17.399999618530273,23.260000228881836,8.510000228881836,88.44960021972656,7.570000171661377,15.390000343322754,6.840000152587891,7.699999809265137,100.41999816894531,70.33999633789062,29.940000534057617,135.0,20.889999389648438,95.30000305175781
